Neighborhood,Latitude,Longitude,Venue,VenueLatitude,VenueLongitude,VenueCategory
Palacio,40.41512925,-3.71561799839909,Contraclub,40.4126391998675,-3.71382720890788,Music Venue
Palacio,40.41512925,-3.71561799839909,Viva Burger,40.4126301932683,-3.71168274797533,Vegetarian / Vegan Restaurant
Palacio,40.41512925,-3.71561799839909,Restaurante Rasputín,40.4121011652051,-3.71355742836902,Restaurant
Palacio,40.41512925,-3.71561799839909,Real Armeria,40.4165167369681,-3.71354742148971,Museum
Palacio,40.41512925,-3.71561799839909,La Chusquery,40.4122297413302,-3.71164037427718,Tapas Restaurant
Palacio,40.41512925,-3.71561799839909,Seoul,40.4110589210013,-3.71808965676176,Korean Restaurant
Palacio,40.41512925,-3.71561799839909,Café de Oriente,40.4180808360531,-3.71186672849555,Spanish Restaurant
Palacio,40.41512925,-3.71561799839909,La Trastienda,40.4119828475926,-3.71463016441243,Tapas Restaurant
Palacio,40.41512925,-3.71561799839909,La Taquería de Birra,40.411605298699,-3.71356947658337,Mexican Restaurant
Palacio,40.41512925,-3.71561799839909,Terraza Atenas,40.4145590032825,-3.71735181098389,Beer Garden
Palacio,40.41512925,-3.71561799839909,Marula Café,40.4134388173927,-3.71339331056825,Music Venue
Palacio,40.41512925,-3.71561799839909,graffiti,40.412158,-3.713746,Cocktail Bar
Palacio,40.41512925,-3.71561799839909,El Ventorrillo,40.4130003440221,-3.71386765991387,Spanish Restaurant
Palacio,40.41512925,-3.71561799839909,Reales Cocinas del Palacio Real,40.417639,-3.714319,Historic Site
Palacio,40.41512925,-3.71561799839909,La Panera de Arman,40.4132391078453,-3.71942043085507,BBQ Joint
Palacio,40.41512925,-3.71561799839909,By Cruz,40.4124079746879,-3.7176391007154,Spanish Restaurant
Palacio,40.41512925,-3.71561799839909,El Anciano Rey de los Vinos,40.4155566451251,-3.71329266280448,Wine Bar
Palacio,40.41512925,-3.71561799839909,Sushicome,40.4113689846315,-3.71841150648411,Japanese Restaurant
Palacio,40.41512925,-3.71561799839909,Bar Pascual Bailen,40.4112434537685,-3.71391814569107,Bar
Palacio,40.41512925,-3.71561799839909,El Flamenco de Barbate,40.413895951494,-3.71925389153931,Brewery
Embajadores,40.40968055,-3.70164442641322,Teatro Del Barrio,40.4096664403249,-3.69922234005609,Theater
Embajadores,40.40968055,-3.70164442641322,NAP Neapolitan Authentic Pizza,40.4108278457575,-3.70047545185714,Pizza Place
Embajadores,40.40968055,-3.70164442641322,López & López,40.4094987780091,-3.70404567996978,Pizza Place
Embajadores,40.40968055,-3.70164442641322,Los Porfiados,40.4101103658344,-3.69890743458258,Argentinian Restaurant
Embajadores,40.40968055,-3.70164442641322,Melo's Café Bar,40.409752909523,-3.70099128391505,Tapas Restaurant
Embajadores,40.40968055,-3.70164442641322,Casa Pachuco,40.4108216292902,-3.69942344933636,Tapas Restaurant
Embajadores,40.40968055,-3.70164442641322,El Sur,40.4111353241895,-3.69952133174186,Restaurant
Embajadores,40.40968055,-3.70164442641322,Libreria Cafe El Dinosaurio Todavia Estaba Alli,40.4116750621923,-3.70030054765498,Café
Embajadores,40.40968055,-3.70164442641322,La Escalera de Jacob,40.4113652910355,-3.70290800372627,Theater
Embajadores,40.40968055,-3.70164442641322,La Esperanza,40.4114971635027,-3.69944956849854,Mediterranean Restaurant
Embajadores,40.40968055,-3.70164442641322,El Colmo,40.4115975984083,-3.69962740458439,Bar
Embajadores,40.40968055,-3.70164442641322,Cine Doré,40.4118325607468,-3.69926687122717,Movie Theater
Embajadores,40.40968055,-3.70164442641322,Yoka Loka,40.41161458502,-3.69869281157447,Sushi Restaurant
Embajadores,40.40968055,-3.70164442641322,Mercado de San Fernando,40.4077200067365,-3.70367742307085,Market
Embajadores,40.40968055,-3.70164442641322,La Fugitiva,40.4113090168111,-3.69866339389384,Bookstore
Embajadores,40.40968055,-3.70164442641322,Plantate,40.410365,-3.704543,Coffee Shop
Embajadores,40.40968055,-3.70164442641322,La buena pinta,40.407715422065,-3.70364072420112,Liquor Store
Embajadores,40.40968055,-3.70164442641322,Mercado de Antón Martín,40.4115259,-3.6987288,Market
Embajadores,40.40968055,-3.70164442641322,Hola Coffee,40.4070831230329,-3.69911700077723,Coffee Shop
Embajadores,40.40968055,-3.70164442641322,Taberna Badila,40.4117767240895,-3.70368892883325,Spanish Restaurant
Embajadores,40.40968055,-3.70164442641322,Ferreteria By Ego,40.412558,-3.699631,Restaurant
Embajadores,40.40968055,-3.70164442641322,Bendito Vinos y Vinilos,40.407497,-3.703717,Wine Shop
Embajadores,40.40968055,-3.70164442641322,Way Hostel,40.4126384557494,-3.70334139903043,Hostel
Embajadores,40.40968055,-3.70164442641322,Academia Flamenco Amor de Dios,40.4115945871434,-3.69870223489016,Dance Studio
Embajadores,40.40968055,-3.70164442641322,Tabacalera  Promoción del Arte,40.4063858194543,-3.70324214799895,Art Gallery
Embajadores,40.40968055,-3.70164442641322,Esta es una plaza,40.4073970988964,-3.69824576393521,Plaza
Embajadores,40.40968055,-3.70164442641322,Distrito Vegano,40.4069720377101,-3.69967882068514,Vegetarian / Vegan Restaurant
Embajadores,40.40968055,-3.70164442641322,El Rincón del Cabo,40.411716,-3.7030745,Bar
Embajadores,40.40968055,-3.70164442641322,Fogg Birra and Cheese,40.4122753609844,-3.69798791617441,Pub
Embajadores,40.40968055,-3.70164442641322,Zero Point Coffee Shop,40.4099254336217,-3.69693633230728,Café
Embajadores,40.40968055,-3.70164442641322,Giolatto,40.4128912024295,-3.70005568450305,Ice Cream Shop
Embajadores,40.40968055,-3.70164442641322,CSA La Tabacalera de Lavapiés,40.406134519375,-3.70263011757165,Event Space
Embajadores,40.40968055,-3.70164442641322,Axel Hotel Madrid,40.4131814233954,-3.70056883010933,Hotel
Embajadores,40.40968055,-3.70164442641322,Swinton & Grant,40.4059533721428,-3.70187059849157,Art Gallery
Embajadores,40.40968055,-3.70164442641322,Plaza de Antón Martín,40.4124542144255,-3.69946649339388,Plaza
Embajadores,40.40968055,-3.70164442641322,Far home Atocha,40.4133160350143,-3.7008532235468,Hostel
Embajadores,40.40968055,-3.70164442641322,El Imparcial,40.4119289071445,-3.7057817062424,Bistro
Embajadores,40.40968055,-3.70164442641322,Toga,40.4111184189913,-3.70667299456038,Spanish Restaurant
Embajadores,40.40968055,-3.70164442641322,La Pizzateca,40.4127321420432,-3.69940068433487,Pizza Place
Embajadores,40.40968055,-3.70164442641322,Las Musas Hostel Madrid,40.4113938085449,-3.70408086847913,Hostel
Embajadores,40.40968055,-3.70164442641322,Carmen,40.4080367519034,-3.70375700303479,Café
Embajadores,40.40968055,-3.70164442641322,La Casa Encendida,40.4059969398192,-3.69991298063198,Art Gallery
Embajadores,40.40968055,-3.70164442641322,La Encomienda,40.4106719711845,-3.70598187470888,Vegetarian / Vegan Restaurant
Embajadores,40.40968055,-3.70164442641322,Washoku Sushi,40.4075037630669,-3.70339253162583,Sushi Restaurant
Embajadores,40.40968055,-3.70164442641322,La Sanabresa,40.4125604716436,-3.69848111885122,Mediterranean Restaurant
Embajadores,40.40968055,-3.70164442641322,ok hostel,40.4111354893353,-3.70681888342605,Hostel
Embajadores,40.40968055,-3.70164442641322,ADORADO,40.410529,-3.704728,Diner
Embajadores,40.40968055,-3.70164442641322,Terraza La Casa Encendida,40.4059976777835,-3.69986626907414,Beer Garden
Embajadores,40.40968055,-3.70164442641322,Hotel NH Collection Madrid Palacio de Tepa,40.4137997283733,-3.7016755766313,Hotel
Embajadores,40.40968055,-3.70164442641322,Teatro Pavón,40.4100018401568,-3.70629804910136,Theater
Embajadores,40.40968055,-3.70164442641322,Traficantes de Sueños,40.4080806576345,-3.70400270412042,Bookstore
Embajadores,40.40968055,-3.70164442641322,Centro el Horno,40.410966891686,-3.704454419205,Gym / Fitness Center
Embajadores,40.40968055,-3.70164442641322,Atelier Cafè De La Llana,40.4092154371009,-3.70566456440351,Café
Embajadores,40.40968055,-3.70164442641322,Sala Equis,40.4121895340712,-3.70602835508859,Indie Movie Theater
Embajadores,40.40968055,-3.70164442641322,2060 The Newton Hostel,40.4118606767785,-3.70351099662237,Hostel
Embajadores,40.40968055,-3.70164442641322,La Fantástica de Lavapiés,40.4088180478879,-3.70526630947687,Bar
Embajadores,40.40968055,-3.70164442641322,Librería de Montaña - Desnivel,40.4133516797475,-3.69987800508907,Bookstore
Embajadores,40.40968055,-3.70164442641322,Tribuetxe,40.407500028409,-3.70322450139908,Tapas Restaurant
Embajadores,40.40968055,-3.70164442641322,Alimentación Quiroga,40.4137597221994,-3.69945745855882,Grocery Store
Embajadores,40.40968055,-3.70164442641322,Val Souza Estilistas,40.408897,-3.705196,Salon / Barbershop
Embajadores,40.40968055,-3.70164442641322,Taberna La Chilostra,40.4117283458993,-3.70415747035077,Bar
Embajadores,40.40968055,-3.70164442641322,Café Pavón,40.4101521118062,-3.70636680933875,Breakfast Spot
Embajadores,40.40968055,-3.70164442641322,Eurostars Plaza Mayor,40.4130943481687,-3.70407969403146,Hotel
Embajadores,40.40968055,-3.70164442641322,La Pasteleria Del Duque,40.4116438153148,-3.70679591663474,Dessert Shop
Embajadores,40.40968055,-3.70164442641322,Plaza de Cascorro,40.4107373720216,-3.70722688442528,Plaza
Embajadores,40.40968055,-3.70164442641322,Galerias Piquer,40.407791799186,-3.70682311683969,Art Gallery
Embajadores,40.40968055,-3.70164442641322,MartinaCocina,40.4100007675741,-3.70729363798309,Café
Embajadores,40.40968055,-3.70164442641322,Casa Alberto,40.413808,-3.700124,Spanish Restaurant
Embajadores,40.40968055,-3.70164442641322,Craft Against The Machine,40.4086504163587,-3.70500361122528,Beer Bar
Embajadores,40.40968055,-3.70164442641322,El Sur De Huertas,40.4137186129717,-3.69939442535411,Bar
Embajadores,40.40968055,-3.70164442641322,Tulup Paletas Mexicanas,40.410481,-3.706657,Ice Cream Shop
Embajadores,40.40968055,-3.70164442641322,Horno de Pastelería América,40.4118621165881,-3.69818061638677,Bakery
Embajadores,40.40968055,-3.70164442641322,Boconó Specialty Coffee,40.4105852803876,-3.70685552189822,Café
Embajadores,40.40968055,-3.70164442641322,La Minoterie,40.410524,-3.706303,Creperie
Embajadores,40.40968055,-3.70164442641322,Traficantes De Sueños,40.411807249559,-3.7062205285647,Bookstore
Embajadores,40.40968055,-3.70164442641322,Rastro Bar,40.4072723388672,-3.70618581771851,Bar
Embajadores,40.40968055,-3.70164442641322,La Barca del Patio,40.41056,-3.707405,Spanish Restaurant
Embajadores,40.40968055,-3.70164442641322,Casa Zoilo,40.408072,-3.705053,Winery
Embajadores,40.40968055,-3.70164442641322,El Rincón Guay,40.407524000992,-3.70395291165369,Bar
Embajadores,40.40968055,-3.70164442641322,Teatro Nuevo Apolo,40.4121336088353,-3.70326157238621,Theater
Embajadores,40.40968055,-3.70164442641322,Granel Madrid,40.4103004596948,-3.70647048040009,Health Food Store
Embajadores,40.40968055,-3.70164442641322,Sahuaro,40.4110863934868,-3.70720201949317,Mexican Restaurant
Embajadores,40.40968055,-3.70164442641322,La Taperia del 21,40.407581,-3.703064,Tapas Restaurant
Embajadores,40.40968055,-3.70164442641322,La China Mandarina,40.4103507704677,-3.7074184889519,Café
Embajadores,40.40968055,-3.70164442641322,Plaza Matute,40.4136945514675,-3.69982347596064,Plaza
Embajadores,40.40968055,-3.70164442641322,Casa Amadeo - Los Caracoles,40.4105381468271,-3.70730665469847,Spanish Restaurant
Embajadores,40.40968055,-3.70164442641322,THC Tirso De Molina,40.4113904078315,-3.70496521079045,Hostel
Embajadores,40.40968055,-3.70164442641322,Plaza de Tirso de Molina,40.4124125499907,-3.70448350372477,Plaza
Embajadores,40.40968055,-3.70164442641322,Finocchio Ristorante,40.4073599600368,-3.70414640666948,Italian Restaurant
Embajadores,40.40968055,-3.70164442641322,Parque del Casino de La Reina,40.4060151751435,-3.70469644433303,Park
Cortes,40.4147791,-3.6975842,Salmon Gurú,40.414866605604,-3.69953196137285,Cocktail Bar
Cortes,40.4147791,-3.6975842,La Cabaña Argentina,40.4156960260602,-3.6989742057931,Argentinian Restaurant
Cortes,40.4147791,-3.6975842,DoubleTree by Hilton,40.4151966692578,-3.69673801241943,Hotel
Cortes,40.4147791,-3.6975842,The Westin Palace,40.4154231,-3.695585,Hotel
Cortes,40.4147791,-3.6975842,Lobby Westin Palace,40.4150835819682,-3.69530445190275,Hotel Bar
Cortes,40.4147791,-3.6975842,Alimentación Quiroga,40.4137597221994,-3.69945745855882,Grocery Store
Cortes,40.4147791,-3.6975842,Casa Museo Lope de Vega,40.4143264895036,-3.69746773313991,Museum
Cortes,40.4147791,-3.6975842,Casa Pueblo,40.4146138123046,-3.69859811170315,Spanish Restaurant
Cortes,40.4147791,-3.6975842,Teatro de La Zarzuela,40.4171841534772,-3.69705498218536,Theater
Cortes,40.4147791,-3.6975842,Fogg Birra and Cheese,40.4122753609844,-3.69798791617441,Pub
Cortes,40.4147791,-3.6975842,Eat Is Wok,40.4155528765418,-3.70030479419427,Asian Restaurant
Cortes,40.4147791,-3.6975842,Dos Gardenias,40.413029716325,-3.69769666898656,Bar
Cortes,40.4147791,-3.6975842,Teatro Español,40.4147229527359,-3.70061515665231,Theater
Cortes,40.4147791,-3.6975842,Museo Thyssen-Bornemisza,40.4163592860538,-3.69489081365588,Art Museum
Cortes,40.4147791,-3.6975842,Plaza de Santa Ana,40.4146307631054,-3.70103258693076,Plaza
Cortes,40.4147791,-3.6975842,Vinoteca Moratín,40.4126194788434,-3.69551116521391,Restaurant
Cortes,40.4147791,-3.6975842,Plenti,40.4121345131229,-3.69662365662177,Café
Cortes,40.4147791,-3.6975842,Mercure Madrid Centro,40.4140185735636,-3.69450642205061,Hotel
Cortes,40.4147791,-3.6975842,Triciclo Restaurante y Barra,40.4129097505608,-3.69716702519144,Restaurant
Cortes,40.4147791,-3.6975842,Le Comptoir de la Crêpe,40.412999,-3.695733,Creperie
Cortes,40.4147791,-3.6975842,Fuente de Neptuno,40.4152604833747,-3.69415819644928,Fountain
Cortes,40.4147791,-3.6975842,Ferreteria By Ego,40.412558,-3.699631,Restaurant
Cortes,40.4147791,-3.6975842,Paseo del Prado,40.4153094947607,-3.69391679763794,Road
Cortes,40.4147791,-3.6975842,La Sanabresa,40.4125604716436,-3.69848111885122,Mediterranean Restaurant
Cortes,40.4147791,-3.6975842,La Tarasca,40.4124660489845,-3.69638425099963,Cocktail Bar
Cortes,40.4147791,-3.6975842,Librería de Montaña - Desnivel,40.4133516797475,-3.69987800508907,Bookstore
Cortes,40.4147791,-3.6975842,Giolatto,40.4128912024295,-3.70005568450305,Ice Cream Shop
Cortes,40.4147791,-3.6975842,Axel Hotel Madrid,40.4131814233954,-3.70056883010933,Hotel
Cortes,40.4147791,-3.6975842,La Pizzateca,40.4127321420432,-3.69940068433487,Pizza Place
Cortes,40.4147791,-3.6975842,Far home Atocha,40.4133160350143,-3.7008532235468,Hostel
Cortes,40.4147791,-3.6975842,Plaza Cánovas del Castillo,40.4152686519416,-3.69418501853943,Plaza
Cortes,40.4147791,-3.6975842,Yoka Loka,40.41161458502,-3.69869281157447,Sushi Restaurant
Cortes,40.4147791,-3.6975842,Jazz Bar,40.4126102860546,-3.69583777579185,Jazz Club
Cortes,40.4147791,-3.6975842,Cine Doré,40.4118325607468,-3.69926687122717,Movie Theater
Cortes,40.4147791,-3.6975842,Chocolat,40.4128908681454,-3.69706453881819,Café
Cortes,40.4147791,-3.6975842,Hotel Catalonia Atocha ****,40.4118427239626,-3.69783785104332,Hotel
Cortes,40.4147791,-3.6975842,Plaza de Antón Martín,40.4124542144255,-3.69946649339388,Plaza
Cortes,40.4147791,-3.6975842,Tandem by Triciclo,40.412648981278,-3.6960321504423,Breakfast Spot
Cortes,40.4147791,-3.6975842,Hotel NH Collection Madrid Palacio de Tepa,40.4137997283733,-3.7016755766313,Hotel
Cortes,40.4147791,-3.6975842,Perlora,40.412334033142,-3.69956794672012,Seafood Restaurant
Cortes,40.4147791,-3.6975842,InClan Brutal Bar,40.4150233806165,-3.70186436614452,Tapas Restaurant
Cortes,40.4147791,-3.6975842,La Tragantúa,40.4118455540016,-3.69540762398548,Spanish Restaurant
Cortes,40.4147791,-3.6975842,La Pulpería de Victoria,40.416506381,-3.70170887,Seafood Restaurant
Cortes,40.4147791,-3.6975842,Cacao Restobar,40.4124692160595,-3.69708070343387,Venezuelan Restaurant
Cortes,40.4147791,-3.6975842,Azotea Círculo de Bellas Artes,40.4182795702206,-3.69646525475359,Roof Deck
Cortes,40.4147791,-3.6975842,Casino de Madrid,40.4177045801265,-3.70003681001649,Casino
Cortes,40.4147791,-3.6975842,Mercado de Antón Martín,40.4115259,-3.6987288,Market
Cortes,40.4147791,-3.6975842,Pannus,40.411864,-3.698547,Food & Drink Shop
Cortes,40.4147791,-3.6975842,Academia Flamenco Amor de Dios,40.4115945871434,-3.69870223489016,Dance Studio
Cortes,40.4147791,-3.6975842,El Pajaro Invisible,40.4123483261119,-3.69489312171936,Clothing Store
Cortes,40.4147791,-3.6975842,Círculo de Bellas Artes,40.4184864795885,-3.69661174714565,Monument / Landmark
Cortes,40.4147791,-3.6975842,la saletta,40.4116359080196,-3.69868557129366,Italian Restaurant
Cortes,40.4147791,-3.6975842,La Fugitiva,40.4113090168111,-3.69866339389384,Bookstore
Cortes,40.4147791,-3.6975842,La Esperanza,40.4114971635027,-3.69944956849854,Mediterranean Restaurant
Cortes,40.4147791,-3.6975842,Plaza de Platería de Martínez,40.4128282734796,-3.69361828049364,Plaza
Cortes,40.4147791,-3.6975842,El Colmo,40.4115975984083,-3.69962740458439,Bar
Cortes,40.4147791,-3.6975842,dondeSánchez,40.4116225127718,-3.69870086080439,Deli / Bodega
Cortes,40.4147791,-3.6975842,Libreria Cafe El Dinosaurio Todavia Estaba Alli,40.4116750621923,-3.70030054765498,Café
Cortes,40.4147791,-3.6975842,La Verónica,40.4126498134752,-3.69526843904562,Mediterranean Restaurant
Cortes,40.4147791,-3.6975842,Be Hoppy,40.4124572,-3.69556299999999,Beer Store
Cortes,40.4147791,-3.6975842,Neila,40.4126393432875,-3.69576349854469,Tapas Restaurant
Cortes,40.4147791,-3.6975842,Buns & Bones,40.4113851150104,-3.6987812608565,Grilled Meat Restaurant
Cortes,40.4147791,-3.6975842,Motteau,40.411612921709,-3.69479803213331,Pie Shop
Cortes,40.4147791,-3.6975842,La Fetén,40.4126957223746,-3.69519860988828,Spanish Restaurant
Cortes,40.4147791,-3.6975842,Museo del Prado 1819-2019: Un Lugar de Memoria,40.4142491050336,-3.69237184524536,Exhibit
Cortes,40.4147791,-3.6975842,Rosi La Loca,40.4158210117175,-3.70295460443263,Tapas Restaurant
Cortes,40.4147791,-3.6975842,El Sur,40.4111353241895,-3.69952133174186,Restaurant
Cortes,40.4147791,-3.6975842,Museo Nacional del Prado,40.4139780060851,-3.69218945503235,Art Museum
Cortes,40.4147791,-3.6975842,Wolf Cocktail Bar,40.4128924844845,-3.69566865432803,Bar
Cortes,40.4147791,-3.6975842,El Mono de la Pila,40.4116372651018,-3.6987404986936,Latin American Restaurant
Cortes,40.4147791,-3.6975842,La Primera,40.4191826829072,-3.69779351424044,Restaurant
Cortes,40.4147791,-3.6975842,Pizzeria Italiana Piccolo Diavolo,40.4115292313695,-3.69559585004701,Italian Restaurant
Cortes,40.4147791,-3.6975842,Casa Patas,40.4126773791728,-3.70173655240429,Performing Arts Venue
Cortes,40.4147791,-3.6975842,Hotel Ritz,40.4155913095375,-3.69243890047073,Hotel
Cortes,40.4147791,-3.6975842,Casa Pachuco,40.4108216292902,-3.69942344933636,Tapas Restaurant
Cortes,40.4147791,-3.6975842,Apple Puerta del Sol,40.4168982611878,-3.70206534862518,Electronics Store
Cortes,40.4147791,-3.6975842,Lamiak,40.4118,-3.6996272,Bar
Cortes,40.4147791,-3.6975842,bistronomika,40.41272627,-3.696075434,Bistro
Cortes,40.4147791,-3.6975842,La Taberna de Espronceda,40.410658,-3.697932,Bar
Cortes,40.4147791,-3.6975842,Plaza Matute,40.4136945514675,-3.69982347596064,Plaza
Cortes,40.4147791,-3.6975842,Pecado Carnal,40.411593,-3.695584,BBQ Joint
Cortes,40.4147791,-3.6975842,Plaza del Ángel,40.4143597534973,-3.70188649164852,Plaza
Cortes,40.4147791,-3.6975842,Horno de Pastelería América,40.4118621165881,-3.69818061638677,Bakery
Cortes,40.4147791,-3.6975842,Cutzamala,40.4116100020977,-3.69870831141452,Mexican Restaurant
Cortes,40.4147791,-3.6975842,Museo Naval de Madrid,40.417720632891,-3.69321091042081,History Museum
Cortes,40.4147791,-3.6975842,Pride Parade (Desdile del Orgullo),40.4130970624356,-3.69298705967623,Public Art
Cortes,40.4147791,-3.6975842,Plaza de la Lealtad,40.4160673060563,-3.69257717993751,Plaza
Cortes,40.4147791,-3.6975842,Tinto y Tapas,40.4110370408261,-3.69431816769121,Taverna
Cortes,40.4147791,-3.6975842,Plaza de Canalejas,40.4166501530378,-3.7005197824277,Plaza
Cortes,40.4147791,-3.6975842,La Quietud Tiyoweh,40.4111531739264,-3.69492717421957,Café
Cortes,40.4147791,-3.6975842,Mercado de la Buena Vida,40.4114986849986,-3.69398871517305,Market
Cortes,40.4147791,-3.6975842,Pinar.Shop,40.4116664169376,-3.69388508835156,Clothing Store
Cortes,40.4147791,-3.6975842,Benteveo,40.4107043271976,-3.69808974240511,Bar
Cortes,40.4147791,-3.6975842,La Otra Casa,40.4119649286763,-3.70173808527225,Mediterranean Restaurant
Cortes,40.4147791,-3.6975842,El Gato Verde,40.410702967668,-3.69943438223459,Bar
Cortes,40.4147791,-3.6975842,Tinto y Tapas San Pedro,40.411289,-3.694876,Spanish Restaurant
Cortes,40.4147791,-3.6975842,La Infinito,40.410713,-3.6994221,Café
Cortes,40.4147791,-3.6975842,GANZ café bistrot,40.4111560972586,-3.69486971592961,Restaurant
Cortes,40.4147791,-3.6975842,La Cazuelita,40.411333,-3.696736,Tapas Restaurant
Cortes,40.4147791,-3.6975842,Acid Café,40.411838,-3.69485,Café
Justicia,40.4239569,-3.69574732085505,DSTAgE,40.4247294568395,-3.69630526858946,Restaurant
Justicia,40.4239569,-3.69574732085505,Honest Greens,40.4248797567992,-3.69789412191919,Restaurant
Justicia,40.4239569,-3.69574732085505,Only YOU Hotel&Lounge,40.4222273564104,-3.69576169080733,Hotel
Justicia,40.4239569,-3.69574732085505,celicioso,40.4221118727551,-3.69572591740166,Bakery
Justicia,40.4239569,-3.69574732085505,Bikram Yoga Center,40.4236548869757,-3.69551120978816,Yoga Studio
Justicia,40.4239569,-3.69574732085505,La Duquesita,40.42551,-3.696688,Dessert Shop
Justicia,40.4239569,-3.69574732085505,Plaza de Chueca,40.4227241082711,-3.69758831937004,Plaza
Justicia,40.4239569,-3.69574732085505,Bee Beer,40.421952,-3.6969,Beer Store
Justicia,40.4239569,-3.69574732085505,El Cafetin De Fernando VI,40.4248454368532,-3.6957562579033,Café
Justicia,40.4239569,-3.69574732085505,Bunny's Deli,40.423935,-3.6971583,Vegetarian / Vegan Restaurant
Justicia,40.4239569,-3.69574732085505,Charrua,40.422416,-3.693999,BBQ Joint
Justicia,40.4239569,-3.69574732085505,Krachai,40.425341641248,-3.6962992873731,Thai Restaurant
Justicia,40.4239569,-3.69574732085505,Only YOU Boutique Hotel Madrid,40.4222068974461,-3.69572079262908,Hotel
Justicia,40.4239569,-3.69574732085505,Labonata,40.4227368469005,-3.69759918098313,Ice Cream Shop
Justicia,40.4239569,-3.69574732085505,Toni 2,40.4225766297224,-3.69479807394008,Piano Bar
Justicia,40.4239569,-3.69574732085505,Mamá Framboise,40.4247518751506,-3.69561538956802,Pie Shop
Justicia,40.4239569,-3.69574732085505,amantis,40.4233775443117,-3.69804325237266,Adult Boutique
Justicia,40.4239569,-3.69574732085505,La Panaderia de Chueca,40.423086857923,-3.69748419178894,Bakery
Justicia,40.4239569,-3.69574732085505,El Cisne Azul,40.4226125570602,-3.69673256580511,Spanish Restaurant
Justicia,40.4239569,-3.69574732085505,Pomme Sucre,40.4242693165373,-3.69548806158962,Bakery
Justicia,40.4239569,-3.69574732085505,Areia Chill Out,40.4245441750524,-3.6980879953844,Cocktail Bar
Justicia,40.4239569,-3.69574732085505,Jeco Bellas Artes,40.423345057,-3.698061506,Arts & Crafts Store
Justicia,40.4239569,-3.69574732085505,Sr. Ito,40.4241941825084,-3.69746410264673,Sushi Restaurant
Justicia,40.4239569,-3.69574732085505,Teatro María Guerrero,40.4228854088717,-3.69291365146637,Theater
Justicia,40.4239569,-3.69574732085505,Flores Miguel,40.4251110543782,-3.69782209396362,Flower Shop
